iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients
NLD,Europe,Netherlands,2020-02-27,1,1,,,,,0.057,0.057,,,,,,7
NLD,Europe,Netherlands,2020-02-28,6,5,,,,,0.342,0.285,,,,,,8
NLD,Europe,Netherlands,2020-02-29,10,4,,,,,0.569,0.228,,,,,,9
NLD,Europe,Netherlands,2020-03-01,18,8,,,,,1.025,0.455,,,,,,11
NLD,Europe,Netherlands,2020-03-02,24,6,,,,,1.366,0.342,,,,,,10
NLD,Europe,Netherlands,2020-03-03,38,14,5.429,,,,2.164,0.797,0.309,,,,,12
NLD,Europe,Netherlands,2020-03-04,82,44,11.714,,,,4.669,2.505,0.667,,,,,15
NLD,Europe,Netherlands,2020-03-05,128,46,18.143,,,,7.288,2.619,1.033,,,,,15
NLD,Europe,Netherlands,2020-03-06,188,60,26,1,1,,10.704,3.416,1.48,0.057,0.057,,2.76,19
NLD,Europe,Netherlands,2020-03-07,265,77,36.429,1,0,,15.088,4.384,2.074,0.057,0,,2.7,21
NLD,Europe,Netherlands,2020-03-08,321,56,43.286,3,2,,18.276,3.188,2.464,0.171,0.114,,2.58,27
NLD,Europe,Netherlands,2020-03-09,382,61,51.143,3,0,,21.749,3.473,2.912,0.171,0,,2.51,32
NLD,Europe,Netherlands,2020-03-10,503,121,66.429,4,1,,28.638,6.889,3.782,0.228,0.057,,2.5,39
NLD,Europe,Netherlands,2020-03-11,603,100,74.429,5,1,0.714,34.332,5.693,4.238,0.285,0.057,0.041,2.47,48
NLD,Europe,Netherlands,2020-03-12,804,201,96.571,5,0,0.714,45.775,11.444,5.498,0.285,0,0.041,2.45,68
NLD,Europe,Netherlands,2020-03-13,959,155,110.143,10,5,1.286,54.6,8.825,6.271,0.569,0.285,0.073,2.38,79
NLD,Europe,Netherlands,2020-03-14,1135,176,124.286,12,2,1.571,64.621,10.02,7.076,0.683,0.114,0.089,2.38,96
NLD,Europe,Netherlands,2020-03-15,1413,278,156,20,8,2.429,80.449,15.828,8.882,1.139,0.455,0.138,2.43,120
NLD,Europe,Netherlands,2020-03-16,1705,292,189,24,4,3,97.073,16.625,10.761,1.366,0.228,0.171,2.4,150
NLD,Europe,Netherlands,2020-03-17,2051,346,221.143,43,19,5.571,116.773,19.699,12.591,2.448,1.082,0.317,2.33,179
NLD,Europe,Netherlands,2020-03-18,2460,409,265.286,58,15,7.571,140.059,23.286,15.104,3.302,0.854,0.431,2.27,228
NLD,Europe,Netherlands,2020-03-19,2994,534,312.857,76,18,10.143,170.462,30.403,17.812,4.327,1.025,0.577,2.21,287
NLD,Europe,Netherlands,2020-03-20,3632,638,381.857,106,30,13.714,206.786,36.324,21.741,6.035,1.708,0.781,2.16,362
NLD,Europe,Netherlands,2020-03-21,4205,573,438.571,136,30,17.714,239.41,32.624,24.97,7.743,1.708,1.009,2.08,430
NLD,Europe,Netherlands,2020-03-22,4750,545,476.714,179,43,22.714,270.439,31.029,27.142,10.191,2.448,1.293,2.03,480
NLD,Europe,Netherlands,2020-03-23,5562,812,551,213,34,27,316.67,46.231,31.371,12.127,1.936,1.537,2,573
NLD,Europe,Netherlands,2020-03-24,6414,852,623.286,276,63,33.286,365.178,48.508,35.487,15.714,3.587,1.895,1.94,653
NLD,Europe,Netherlands,2020-03-25,7434,1020,710.571,356,80,42.571,423.252,58.073,40.456,20.269,4.555,2.424,1.86,752
NLD,Europe,Netherlands,2020-03-26,8606,1172,801.714,434,78,51.143,489.979,66.727,45.645,24.71,4.441,2.912,1.76,838
NLD,Europe,Netherlands,2020-03-27,9765,1159,876.143,546,112,62.857,555.966,65.987,49.883,31.086,6.377,3.579,1.65,927
NLD,Europe,Netherlands,2020-03-28,10869,1104,952,639,93,71.857,618.822,62.856,54.202,36.381,5.295,4.091,1.55,992
NLD,Europe,Netherlands,2020-03-29,11756,887,1000.857,771,132,84.571,669.323,50.501,56.983,43.897,7.515,4.815,1.45,1038
NLD,Europe,Netherlands,2020-03-30,12601,845,1005.571,864,93,93,717.433,48.11,57.252,49.191,5.295,5.295,1.36,1126
NLD,Europe,Netherlands,2020-03-31,13620,1019,1029.429,1039,175,109,775.449,58.016,58.61,59.155,9.964,6.206,1.29,1191
NLD,Europe,Netherlands,2020-04-01,14713,1093,1039.857,1174,135,116.857,837.678,62.229,59.204,66.841,7.686,6.653,1.22,1208
NLD,Europe,Netherlands,2020-04-02,15741,1028,1019.286,1340,166,129.429,896.207,58.529,58.033,76.292,9.451,7.369,1.17,1249
NLD,Europe,Netherlands,2020-04-03,16650,909,983.571,1489,149,134.714,947.961,51.754,55.999,84.776,8.483,7.67,1.15,1276
NLD,Europe,Netherlands,2020-04-04,17874,1224,1000.714,1655,166,145.143,1017.649,69.688,56.975,94.227,9.451,8.264,1.16,1360
NLD,Europe,Netherlands,2020-04-05,18828,954,1010.286,1770,115,142.714,1071.964,54.316,57.52,100.774,6.547,8.125,1.16,1385
NLD,Europe,Netherlands,2020-04-06,19617,789,1002.286,1873,103,144.143,1116.886,44.921,57.065,106.638,5.864,8.207,1.14,1409
NLD,Europe,Netherlands,2020-04-07,20589,972,995.571,2107,234,152.571,1172.226,55.34,56.682,119.961,13.323,8.687,1.13,1424
NLD,Europe,Netherlands,2020-04-08,21802,1213,1012.714,2254,147,154.286,1241.288,69.062,57.658,128.331,8.369,8.784,1.13,1408
NLD,Europe,Netherlands,2020-04-09,23140,1338,1057,2402,148,151.714,1317.466,76.178,60.18,136.757,8.426,8.638,1.12,1417
NLD,Europe,Netherlands,2020-04-10,24463,1323,1116.143,2519,117,147.143,1392.79,75.324,63.547,143.418,6.661,8.378,1.11,1384
NLD,Europe,Netherlands,2020-04-11,25637,1174,1109,2652,133,142.429,1459.632,66.841,63.14,150.99,7.572,8.109,1.07,1391
NLD,Europe,Netherlands,2020-04-12,26601,964,1110.429,2746,94,139.429,1514.517,54.885,63.222,156.342,5.352,7.938,1.04,1358
NLD,Europe,Netherlands,2020-04-13,27469,868,1121.714,2832,86,137,1563.936,49.419,63.864,161.239,4.896,7.8,1.01,1338
NLD,Europe,Netherlands,2020-04-14,28205,736,1088,2954,122,121,1605.84,41.904,61.945,168.185,6.946,6.889,0.97,1303
NLD,Europe,Netherlands,2020-04-15,29267,1062,1066.429,3143,189,127,1666.304,60.465,60.717,178.945,10.761,7.231,0.96,1279
NLD,Europe,Netherlands,2020-04-16,30506,1239,1052.286,3324,181,131.714,1736.846,70.542,59.911,189.251,10.305,7.499,0.96,1258
NLD,Europe,Netherlands,2020-04-17,31646,1140,1026.143,3468,144,135.571,1801.752,64.905,58.423,197.449,8.199,7.719,0.95,1235
NLD,Europe,Netherlands,2020-04-18,32719,1073,1011.714,3610,142,136.857,1862.842,61.091,57.602,205.534,8.085,7.792,0.93,1201
NLD,Europe,Netherlands,2020-04-19,33472,753,981.571,3694,84,135.429,1905.714,42.872,55.885,210.316,4.783,7.711,0.9,1176
NLD,Europe,Netherlands,2020-04-20,34201,729,961.714,3761,67,132.714,1947.219,41.505,54.755,214.131,3.815,7.556,0.87,1158
NLD,Europe,Netherlands,2020-04-21,34909,708,957.714,3926,165,138.857,1987.529,40.31,54.527,223.525,9.394,7.906,0.82,1087
NLD,Europe,Netherlands,2020-04-22,35800,891,933.286,4065,139,131.714,2038.258,50.729,53.136,231.439,7.914,7.499,0.78,1050
NLD,Europe,Netherlands,2020-04-23,36608,808,871.714,4189,124,123.571,2084.261,46.003,49.631,238.499,7.06,7.035,0.74,1008
NLD,Europe,Netherlands,2020-04-24,37263,655,802.429,4301,112,119,2121.553,37.292,45.686,244.876,6.377,6.775,0.7,963
NLD,Europe,Netherlands,2020-04-25,37918,655,742.714,4421,120,115.857,2158.845,37.292,42.286,251.708,6.832,6.596,0.67,959
NLD,Europe,Netherlands,2020-04-26,38319,401,692.429,4488,67,113.429,2181.676,22.831,39.423,255.522,3.815,6.458,0.64,934
NLD,Europe,Netherlands,2020-04-27,38490,171,612.714,4531,43,110,2191.412,9.736,34.885,257.971,2.448,6.263,0.61,905
NLD,Europe,Netherlands,2020-04-28,38877,387,566.857,4579,48,93.286,2213.445,22.034,32.274,260.703,2.733,5.311,0.61,861
NLD,Europe,Netherlands,2020-04-29,39391,514,513,4724,145,94.143,2242.71,29.264,29.207,268.959,8.256,5.36,0.61,804
NLD,Europe,Netherlands,2020-04-30,39866,475,465.429,4808,84,88.429,2269.754,27.044,26.499,273.741,4.783,5.035,0.62,783
NLD,Europe,Netherlands,2020-05-01,40312,446,435.571,4906,98,86.429,2295.147,25.393,24.799,279.321,5.58,4.921,0.62,735
NLD,Europe,Netherlands,2020-05-02,40647,335,389.857,5000,94,82.714,2314.22,19.073,22.196,284.673,5.352,4.709,0.62,708
NLD,Europe,Netherlands,2020-05-03,40846,199,361,5069,69,83,2325.55,11.33,20.553,288.601,3.928,4.726,0.63,688
NLD,Europe,Netherlands,2020-05-04,41163,317,381.857,5095,26,80.571,2343.598,18.048,21.741,290.082,1.48,4.587,0.65,683
NLD,Europe,Netherlands,2020-05-05,41395,232,359.714,5182,87,86.143,2356.807,13.209,20.48,295.035,4.953,4.905,0.65,644
NLD,Europe,Netherlands,2020-05-06,41850,455,351.286,5218,36,70.571,2382.712,25.905,20,297.085,2.05,4.018,0.66,628
NLD,Europe,Netherlands,2020-05-07,42169,319,329,5302,84,70.571,2400.874,18.162,18.731,301.867,4.783,4.018,0.65,584
NLD,Europe,Netherlands,2020-05-08,42458,289,306.571,5373,71,66.714,2417.328,16.454,17.455,305.909,4.042,3.798,0.64,564
NLD,Europe,Netherlands,2020-05-09,42703,245,293.714,5437,64,62.429,2431.277,13.949,16.722,309.553,3.644,3.554,0.64,541
NLD,Europe,Netherlands,2020-05-10,42864,161,288.286,5455,18,55.143,2440.444,9.166,16.413,310.578,1.025,3.14,0.65,507
NLD,Europe,Netherlands,2020-05-11,43060,196,271,5471,16,53.714,2451.603,11.159,15.429,311.489,0.911,3.058,0.65,498
NLD,Europe,Netherlands,2020-05-12,43287,227,270.286,5525,54,49,2464.527,12.924,15.389,314.564,3.074,2.79,0.65,463
NLD,Europe,Netherlands,2020-05-13,43557,270,243.857,5577,52,51.286,2479.899,15.372,13.884,317.524,2.961,2.92,0.64,432
NLD,Europe,Netherlands,2020-05-14,43757,200,226.857,5605,28,43.286,2491.286,11.387,12.916,319.118,1.594,2.464,0.63,410
NLD,Europe,Netherlands,2020-05-15,43946,189,212.571,5658,53,40.714,2502.047,10.761,12.103,322.136,3.018,2.318,0.64,378
NLD,Europe,Netherlands,2020-05-16,44072,126,195.571,5685,27,35.429,2509.221,7.174,11.135,323.673,1.537,2.017,0.65,346
NLD,Europe,Netherlands,2020-05-17,44218,146,193.429,5695,10,34.286,2517.533,8.312,11.013,324.242,0.569,1.952,0.68,349
NLD,Europe,Netherlands,2020-05-18,44326,108,180.857,5709,14,34,2523.682,6.149,10.297,325.039,0.797,1.936,0.73,323
NLD,Europe,Netherlands,2020-05-19,44524,198,176.714,5730,21,29.286,2534.955,11.273,10.061,326.235,1.196,1.667,0.77,293
NLD,Europe,Netherlands,2020-05-20,44777,253,174.286,5763,33,26.571,2549.359,14.404,9.923,328.114,1.879,1.513,0.81,275
NLD,Europe,Netherlands,2020-05-21,44965,188,172.571,5790,27,26.429,2560.063,10.704,9.825,329.651,1.537,1.505,0.82,255
NLD,Europe,Netherlands,2020-05-22,45141,176,170.714,5803,13,20.714,2570.084,10.02,9.72,330.391,0.74,1.179,0.84,252
NLD,Europe,Netherlands,2020-05-23,45313,172,177.286,5826,23,20.143,2579.876,9.793,10.094,331.701,1.309,1.147,0.86,227
NLD,Europe,Netherlands,2020-05-24,45522,209,186.286,5837,11,20.286,2591.776,11.899,10.606,332.327,0.626,1.155,0.88,223
NLD,Europe,Netherlands,2020-05-25,45655,133,189.857,5845,8,19.429,2599.348,7.572,10.809,332.783,0.455,1.106,0.88,223
NLD,Europe,Netherlands,2020-05-26,45845,190,188.714,5871,26,20.143,2610.166,10.818,10.744,334.263,1.48,1.147,0.87,188
NLD,Europe,Netherlands,2020-05-27,46027,182,178.571,5886,15,17.571,2620.528,10.362,10.167,335.117,0.854,1,0.84,189
NLD,Europe,Netherlands,2020-05-28,46203,176,176.857,5918,32,18.286,2630.548,10.02,10.069,336.939,1.822,1.041,0.83,182
NLD,Europe,Netherlands,2020-05-29,46334,131,170.429,5946,28,20.429,2638.007,7.458,9.703,338.533,1.594,1.163,0.82,180
NLD,Europe,Netherlands,2020-05-30,46519,185,172.286,5966,20,20,2648.539,10.533,9.809,339.672,1.139,1.139,0.83,170
NLD,Europe,Netherlands,2020-05-31,46622,103,157.143,5971,5,19.143,2654.404,5.864,8.947,339.956,0.285,1.09,0.83,159
NLD,Europe,Netherlands,2020-06-01,46724,102,152.714,5977,6,18.857,2660.211,5.807,8.695,340.298,0.342,1.074,0.86,158
NLD,Europe,Netherlands,2020-06-02,46810,86,137.857,5982,5,15.857,2665.107,4.896,7.849,340.583,0.285,0.903,0.91,154
NLD,Europe,Netherlands,2020-06-03,47019,209,141.714,5992,10,15.143,2677.007,11.899,8.068,341.152,0.569,0.862,0.99,116
NLD,Europe,Netherlands,2020-06-04,47229,210,146.571,6005,13,12.429,2688.963,11.956,8.345,341.892,0.74,0.708,1.05,113
NLD,Europe,Netherlands,2020-06-05,47412,183,154,6020,15,10.571,2699.382,10.419,8.768,342.746,0.854,0.602,1.08,97
NLD,Europe,Netherlands,2020-06-06,47651,239,161.714,6026,6,8.571,2712.989,13.607,9.207,343.088,0.342,0.488,1.09,96
NLD,Europe,Netherlands,2020-06-07,47816,165,170.571,6028,2,8.143,2722.384,9.394,9.711,343.202,0.114,0.464,1.07,96
NLD,Europe,Netherlands,2020-06-08,47980,164,179.429,6031,3,7.714,2731.721,9.337,10.216,343.372,0.171,0.439,1.05,92
NLD,Europe,Netherlands,2020-06-09,48164,184,193.429,6046,15,9.143,2742.197,10.476,11.013,344.226,0.854,0.521,1.02,91
NLD,Europe,Netherlands,2020-06-10,48328,164,187,6057,11,9.286,2751.534,9.337,10.647,344.853,0.626,0.529,0.98,80
NLD,Europe,Netherlands,2020-06-11,48538,210,187,6059,2,7.714,2763.49,11.956,10.647,344.967,0.114,0.439,0.96,77
NLD,Europe,Netherlands,2020-06-12,48717,179,186.429,6068,9,6.857,2773.682,10.191,10.614,345.479,0.512,0.39,0.94,73
NLD,Europe,Netherlands,2020-06-13,48860,143,172.714,6072,4,6.571,2781.823,8.142,9.833,345.707,0.228,0.374,0.9,77
NLD,Europe,Netherlands,2020-06-14,49025,165,172.714,6074,2,6.571,2791.218,9.394,9.833,345.821,0.114,0.374,0.88,79
NLD,Europe,Netherlands,2020-06-15,49164,139,169.143,6080,6,7,2799.131,7.914,9.63,346.162,0.342,0.399,0.83,87
NLD,Europe,Netherlands,2020-06-16,49281,117,159.571,6085,5,5.571,2805.793,6.661,9.085,346.447,0.285,0.317,0.77,78
NLD,Europe,Netherlands,2020-06-17,49396,115,152.571,6089,4,4.571,2812.34,6.547,8.687,346.675,0.228,0.26,0.71,73
NLD,Europe,Netherlands,2020-06-18,49503,107,137.857,6093,4,4.857,2818.432,6.092,7.849,346.902,0.228,0.277,0.67,67
NLD,Europe,Netherlands,2020-06-19,49579,76,123.143,6096,3,4,2822.759,4.327,7.011,347.073,0.171,0.228,0.65,57
NLD,Europe,Netherlands,2020-06-20,49670,91,115.714,6104,8,4.571,2827.94,5.181,6.588,347.529,0.455,0.26,0.65,57
NLD,Europe,Netherlands,2020-06-21,49735,65,101.429,6105,1,4.429,2831.641,3.701,5.775,347.586,0.057,0.252,0.66,55
NLD,Europe,Netherlands,2020-06-22,49799,64,90.714,6105,0,3.571,2835.285,3.644,5.165,347.586,0,0.203,0.69,59
NLD,Europe,Netherlands,2020-06-23,49881,82,85.714,6110,5,3.571,2839.953,4.669,4.88,347.87,0.285,0.203,0.72,48
NLD,Europe,Netherlands,2020-06-24,49991,110,85,6112,2,3.286,2846.216,6.263,4.839,347.984,0.114,0.187,0.74,49
NLD,Europe,Netherlands,2020-06-25,50082,91,82.714,6115,3,3.143,2851.397,5.181,4.709,348.155,0.171,0.179,0.74,49
NLD,Europe,Netherlands,2020-06-26,50151,69,81.714,6118,3,3.143,2855.326,3.928,4.652,348.326,0.171,0.179,0.73,39
NLD,Europe,Netherlands,2020-06-27,50224,73,79.143,6120,2,2.286,2859.482,4.156,4.506,348.44,0.114,0.13,0.73,29
NLD,Europe,Netherlands,2020-06-28,50300,76,80.714,6120,0,2.143,2863.809,4.327,4.595,348.44,0,0.122,0.75,30
NLD,Europe,Netherlands,2020-06-29,50350,50,78.714,6122,2,2.429,2866.656,2.847,4.482,348.553,0.114,0.138,0.76,32
NLD,Europe,Netherlands,2020-06-30,50412,62,75.857,6128,6,2.571,2870.186,3.53,4.319,348.895,0.342,0.146,0.76,29
NLD,Europe,Netherlands,2020-07-01,50489,77,71.143,6130,2,2.571,2874.57,4.384,4.05,349.009,0.114,0.146,0.77,28
NLD,Europe,Netherlands,2020-07-02,50564,75,68.857,6133,3,2.571,2878.84,4.27,3.92,349.18,0.171,0.146,0.78,25
NLD,Europe,Netherlands,2020-07-03,50625,61,67.714,6135,2,2.429,2882.313,3.473,3.855,349.294,0.114,0.138,0.76,20
NLD,Europe,Netherlands,2020-07-04,50699,74,67.857,6141,6,3,2886.526,4.213,3.863,349.635,0.342,0.171,0.76,18
NLD,Europe,Netherlands,2020-07-05,50735,36,62.143,6142,1,3.143,2888.576,2.05,3.538,349.692,0.057,0.179,0.75,18
NLD,Europe,Netherlands,2020-07-06,50772,37,60.286,6143,1,3,2890.682,2.107,3.432,349.749,0.057,0.171,0.78,23
NLD,Europe,Netherlands,2020-07-07,50824,52,58.857,6147,4,2.714,2893.643,2.961,3.351,349.977,0.228,0.155,0.81,24
NLD,Europe,Netherlands,2020-07-08,50876,52,55.286,6150,3,2.857,2896.603,2.961,3.148,350.148,0.171,0.163,0.87,20
NLD,Europe,Netherlands,2020-07-09,50918,42,50.571,6152,2,2.714,2898.995,2.391,2.879,350.262,0.114,0.155,0.95,21
NLD,Europe,Netherlands,2020-07-10,50999,81,53.429,6151,,,2903.606,4.612,3.042,350.205,,,1.06,25
NLD,Europe,Netherlands,2020-07-11,51100,101,57.286,6152,1,1.714,2909.357,5.75,3.262,350.262,0.057,0.098,1.14,26
NLD,Europe,Netherlands,2020-07-12,51171,71,62.286,6152,0,1.571,2913.399,4.042,3.546,350.262,0,0.089,1.19,24
NLD,Europe,Netherlands,2020-07-13,51224,53,64.571,6152,0,1.429,2916.417,3.018,3.676,350.262,0,0.081,1.24,24
NLD,Europe,Netherlands,2020-07-14,51330,106,72.286,6150,,,2922.452,6.035,4.116,350.148,,,1.32,21
NLD,Europe,Netherlands,2020-07-15,51429,99,79,6151,1,,2928.088,5.637,4.498,350.205,0.057,,1.38,20
NLD,Europe,Netherlands,2020-07-16,51532,103,87.714,6152,1,,2933.952,5.864,4.994,350.262,0.057,,1.44,15
NLD,Europe,Netherlands,2020-07-17,51660,128,94.429,6153,1,0.571,2941.24,7.288,5.376,350.318,0.057,0.033,1.49,15
NLD,Europe,Netherlands,2020-07-18,51804,144,100.571,6151,,,2949.439,8.199,5.726,350.205,,,1.53,16
NLD,Europe,Netherlands,2020-07-19,51989,185,116.857,6151,0,,2959.972,10.533,6.653,350.205,0,,1.58,17
NLD,Europe,Netherlands,2020-07-20,52152,163,132.571,6151,0,,2969.252,9.28,7.548,350.205,0,,1.55,16
NLD,Europe,Netherlands,2020-07-21,52320,168,141.429,6151,0,0.429,2978.817,9.565,8.052,350.205,0,0.024,1.49,15
NLD,Europe,Netherlands,2020-07-22,52483,163,150.571,6154,3,0.714,2988.097,9.28,8.573,350.375,0.171,0.041,1.45,17
NLD,Europe,Netherlands,2020-07-23,52676,193,163.429,6154,0,0.571,2999.086,10.988,9.305,350.375,0,0.033,1.43,15
NLD,Europe,Netherlands,2020-07-24,52816,140,165.143,6154,0,0.429,3007.056,7.971,9.402,350.375,0,0.024,1.43,17
NLD,Europe,Netherlands,2020-07-25,53098,282,184.857,6155,1,0.571,3023.112,16.056,10.525,350.432,0.057,0.033,1.47,18
NLD,Europe,Netherlands,2020-07-26,53265,167,182.286,6174,19,3.286,3032.62,9.508,10.378,351.514,1.082,0.187,1.47,16
NLD,Europe,Netherlands,2020-07-27,53488,223,190.857,6156,,,3045.317,12.696,10.866,350.489,,,1.51,21
NLD,Europe,Netherlands,2020-07-28,53735,247,202.143,6160,4,3.857,3059.379,14.063,11.509,350.717,0.228,0.22,1.55,19
NLD,Europe,Netherlands,2020-07-29,54078,343,227.857,6162,2,3.714,3078.908,19.529,12.973,350.831,0.114,0.211,1.6,17
NLD,Europe,Netherlands,2020-07-30,54427,349,250.143,6162,0,3.714,3098.778,19.87,14.242,350.831,0,0.211,1.63,14
NLD,Europe,Netherlands,2020-07-31,54860,433,292,6162,0,3.714,3123.431,24.653,16.625,350.831,0,0.211,1.64,19
NLD,Europe,Netherlands,2020-08-01,55226,366,304,6163,1,3.714,3144.269,20.838,17.308,350.888,0.057,0.211,1.61,22
NLD,Europe,Netherlands,2020-08-02,55616,390,335.857,6165,2,1.286,3166.473,22.204,19.122,351.002,0.114,0.073,1.61,21
NLD,Europe,Netherlands,2020-08-03,56105,489,373.857,6165,0,1.286,3194.314,27.841,21.285,351.002,0,0.073,1.61,27
NLD,Europe,Netherlands,2020-08-04,56531,426,399.429,6166,1,0.857,3218.568,24.254,22.741,351.059,0.057,0.049,1.58,26
NLD,Europe,Netherlands,2020-08-05,57138,607,437.143,6169,3,1,3253.128,34.559,24.889,351.229,0.171,0.057,1.59,30
NLD,Europe,Netherlands,2020-08-06,57677,539,464.286,6169,0,1,3283.815,30.688,26.434,351.229,0,0.057,1.57,29
NLD,Europe,Netherlands,2020-08-07,58163,486,471.857,6170,1,1.143,3311.486,27.67,26.865,351.286,0.057,0.065,1.53,27
NLD,Europe,Netherlands,2020-08-08,58741,578,502.143,6174,4,1.571,3344.394,32.908,28.589,351.514,0.228,0.089,1.51,28
NLD,Europe,Netherlands,2020-08-09,59383,642,538.143,6174,0,1.286,3380.946,36.552,30.639,351.514,0,0.073,1.47,31
NLD,Europe,Netherlands,2020-08-10,59613,230,501.143,6174,0,1.286,3394.041,13.095,28.532,351.514,0,0.073,1.43,29
NLD,Europe,Netherlands,2020-08-11,60832,1219,614.429,6176,2,1.429,3463.444,69.403,34.982,351.628,0.114,0.081,1.45,30
NLD,Europe,Netherlands,2020-08-12,61452,620,616.286,6178,2,1.286,3498.743,35.299,35.088,351.742,0.114,0.073,1.34,35
NLD,Europe,Netherlands,2020-08-13,62103,651,632.286,6182,4,1.857,3535.808,37.064,35.999,351.97,0.228,0.106,1.25,31
NLD,Europe,Netherlands,2020-08-14,62764,661,657.286,6184,2,2,3573.442,37.634,37.422,352.083,0.114,0.114,1.18,38
NLD,Europe,Netherlands,2020-08-15,63302,538,651.571,6186,2,1.714,3604.072,30.631,37.097,352.197,0.114,0.098,1.1,39
NLD,Europe,Netherlands,2020-08-16,63801,499,631.143,6189,3,2.143,3632.483,28.41,35.934,352.368,0.171,0.122,1.05,36
NLD,Europe,Netherlands,2020-08-17,64299,498,669.429,6189,0,2.143,3660.836,28.353,38.114,352.368,0,0.122,1.02,39
NLD,Europe,Netherlands,2020-08-18,64858,559,575.143,6192,3,2.286,3692.663,31.826,32.746,352.539,0.171,0.13,0.98,42
NLD,Europe,Netherlands,2020-08-19,65402,544,564.286,6198,6,2.857,3723.635,30.972,32.127,352.88,0.342,0.163,0.98,41
NLD,Europe,Netherlands,2020-08-20,65942,540,548.429,6208,10,3.714,3754.38,30.745,31.225,353.45,0.569,0.211,0.98,39
NLD,Europe,Netherlands,2020-08-21,66450,508,526.571,6212,4,4,3783.302,28.923,29.98,353.678,0.228,0.228,0.98,43
NLD,Europe,Netherlands,2020-08-22,66922,472,517.143,6217,5,4.429,3810.176,26.873,29.443,353.962,0.285,0.252,0.98,42
NLD,Europe,Netherlands,2020-08-23,67524,602,531.857,6217,0,4,3844.45,34.275,30.281,353.962,0,0.228,0.99,42
NLD,Europe,Netherlands,2020-08-24,67951,427,521.714,6219,2,4.286,3868.761,24.311,29.704,354.076,0.114,0.244,0.98,41
NLD,Europe,Netherlands,2020-08-25,68522,571,523.429,6224,5,4.571,3901.271,32.51,29.801,354.361,0.285,0.26,0.97,38
NLD,Europe,Netherlands,2020-08-26,69066,544,523.429,6232,8,4.857,3932.243,30.972,29.801,354.816,0.455,0.277,0.98,38
NLD,Europe,Netherlands,2020-08-27,69575,509,519,6235,3,3.857,3961.223,28.98,29.549,354.987,0.171,0.22,0.99,36
NLD,Europe,Netherlands,2020-08-28,70076,501,518,6237,2,3.571,3989.747,28.524,29.492,355.101,0.114,0.203,1.01,34
NLD,Europe,Netherlands,2020-08-29,70584,508,523.143,6241,4,3.429,4018.67,28.923,29.785,355.329,0.228,0.195,1.03,34
NLD,Europe,Netherlands,2020-08-30,71127,543,514.714,6241,0,3.429,4049.585,30.915,29.305,355.329,0,0.195,1.06,33
NLD,Europe,Netherlands,2020-08-31,71605,478,522,6241,0,3.143,4076.8,27.215,29.72,355.329,0,0.179,1.1,38
NLD,Europe,Netherlands,2020-09-01,72345,740,546.143,6249,8,3.571,4118.932,42.132,31.094,355.784,0.455,0.203,1.15,33
NLD,Europe,Netherlands,2020-09-02,72959,614,556.143,6254,5,3.143,4153.89,34.958,31.664,356.069,0.285,0.179,1.18,32
NLD,Europe,Netherlands,2020-09-03,73712,753,591,6254,0,2.714,4196.761,42.872,33.648,356.069,0,0.155,1.22,28
NLD,Europe,Netherlands,2020-09-04,74373,661,613.857,6256,2,2.714,4234.395,37.634,34.95,356.183,0.114,0.155,1.26,35
NLD,Europe,Netherlands,2020-09-05,75298,925,673.429,6260,4,2.714,4287.06,52.664,38.341,356.41,0.228,0.155,1.31,35
NLD,Europe,Netherlands,2020-09-06,76095,797,709.714,6262,2,3,4332.436,45.377,40.407,356.524,0.114,0.171,1.33,33
NLD,Europe,Netherlands,2020-09-07,77064,969,779.857,6262,0,3,4387.606,55.17,44.401,356.524,0,0.171,1.36,31
NLD,Europe,Netherlands,2020-09-08,78215,1151,838.571,6263,1,2,4453.138,65.532,47.744,356.581,0.057,0.114,1.37,30
NLD,Europe,Netherlands,2020-09-09,79041,826,868.857,6265,2,1.571,4500.166,47.028,49.468,356.695,0.114,0.089,1.36,31
NLD,Europe,Netherlands,2020-09-10,80311,1270,942.714,6268,3,2,4572.473,72.307,53.673,356.866,0.171,0.114,1.38,30
NLD,Europe,Netherlands,2020-09-11,81543,1232,1024.286,6271,3,2.143,4642.616,70.143,58.317,357.037,0.171,0.122,1.38,36
NLD,Europe,Netherlands,2020-09-12,82632,1089,1047.714,6272,1,1.714,4704.618,62.002,59.651,357.094,0.057,0.098,1.38,37
NLD,Europe,Netherlands,2020-09-13,83948,1316,1121.857,6273,1,1.571,4779.544,74.926,63.872,357.151,0.057,0.089,1.39,36
NLD,Europe,Netherlands,2020-09-14,85327,1379,1180.429,6275,2,1.857,4858.056,78.513,67.207,357.264,0.114,0.106,1.41,43
NLD,Europe,Netherlands,2020-09-15,86869,1542,1236.286,6277,2,2,4945.85,87.793,70.387,357.378,0.114,0.114,1.43,53
NLD,Europe,Netherlands,2020-09-16,88630,1761,1369.857,6279,2,2,5046.111,100.262,77.992,357.492,0.114,0.114,1.45,54
NLD,Europe,Netherlands,2020-09-17,90612,1982,1471.571,6285,6,2.429,5158.956,112.844,83.783,357.834,0.342,0.138,1.45,49
