iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients
POL,Europe,Poland,2021-09-14,2894455,536,483.429,75433,8,5.857,72620.733,13.448,12.129,1892.584,0.201,0.147,1.34,
POL,Europe,Poland,2021-09-15,2895223,768,517.286,75454,21,7.286,72640.002,19.269,12.978,1893.111,0.527,0.183,1.34,
POL,Europe,Poland,2021-09-16,2895947,724,547.714,75464,10,7.857,72658.166,18.165,13.742,1893.362,0.251,0.197,1.32,
POL,Europe,Poland,2021-09-17,2896599,652,565.286,75473,9,8,72674.525,16.358,14.183,1893.588,0.226,0.201,1.31,
POL,Europe,Poland,2021-09-18,2897395,796,603.143,75487,14,8.857,72694.496,19.971,15.133,1893.939,0.351,0.222,1.31,
POL,Europe,Poland,2021-09-19,2897935,540,612.286,75488,1,9,72708.045,13.548,15.362,1893.964,0.025,0.226,1.29,
POL,Europe,Poland,2021-09-20,2898299,364,625.714,75488,0,9,72717.177,9.133,15.699,1893.964,0,0.226,1.29,
POL,Europe,Poland,2021-09-21,2899008,709,650.429,75503,15,10,72734.966,17.789,16.319,1894.34,0.376,0.251,1.27,
POL,Europe,Poland,2021-09-22,2899888,880,666.429,75523,20,9.857,72757.045,22.079,16.72,1894.842,0.502,0.247,1.26,
POL,Europe,Poland,2021-09-23,2900862,974,702.143,75537,14,10.429,72781.482,24.437,17.616,1895.193,0.351,0.262,1.26,
POL,Europe,Poland,2021-09-24,2901674,812,725,75551,14,11.143,72801.855,20.373,18.19,1895.545,0.351,0.28,1.26,
POL,Europe,Poland,2021-09-25,2902591,917,742.286,75571,20,12,72824.862,23.007,18.624,1896.047,0.502,0.301,1.26,
POL,Europe,Poland,2021-09-26,2903234,643,757,75572,1,12,72840.994,16.133,18.993,1896.072,0.025,0.301,1.28,
POL,Europe,Poland,2021-09-27,2903655,421,765.143,75572,0,12,72851.557,10.563,19.197,1896.072,0,0.301,1.3,
POL,Europe,Poland,2021-09-28,2904631,976,803.286,75601,29,14,72876.045,24.487,20.154,1896.799,0.728,0.351,1.32,
POL,Europe,Poland,2021-09-29,2905866,1235,854,75623,22,14.286,72907.03,30.986,21.427,1897.351,0.552,0.358,1.33,
POL,Europe,Poland,2021-09-30,2907071,1205,887,75650,27,16.143,72937.263,30.233,22.254,1898.029,0.677,0.405,1.35,
POL,Europe,Poland,2021-10-01,2908432,1361,965.429,75666,16,16.429,72971.41,34.147,24.222,1898.43,0.401,0.412,1.37,
POL,Europe,Poland,2021-10-02,2909776,1344,1026.429,75689,23,16.857,73005.131,33.72,25.753,1899.007,0.577,0.423,1.39,
POL,Europe,Poland,2021-10-03,2910866,1090,1090.286,75695,6,17.571,73032.478,27.348,27.355,1899.158,0.151,0.441,1.4,
POL,Europe,Poland,2021-10-04,2911549,683,1127.714,75695,0,17.571,73049.614,17.136,28.294,1899.158,0,0.441,1.41,
POL,Europe,Poland,2021-10-05,2912876,1327,1177.857,75741,46,20,73082.908,33.294,29.552,1900.312,1.154,0.502,1.41,
POL,Europe,Poland,2021-10-06,2914962,2086,1299.429,75774,33,21.571,73135.245,52.337,32.602,1901.14,0.828,0.541,1.43,
POL,Europe,Poland,2021-10-07,2916969,2007,1414,75803,29,21.857,73185.6,50.355,35.477,1901.867,0.728,0.548,1.42,
POL,Europe,Poland,2021-10-08,2918863,1894,1490.143,75834,31,24,73233.12,47.52,37.387,1902.645,0.778,0.602,1.41,
POL,Europe,Poland,2021-10-09,2920874,2011,1585.429,75864,30,25,73283.575,50.455,39.778,1903.398,0.753,0.627,1.4,
POL,Europe,Poland,2021-10-10,2922401,1527,1647.857,75869,5,24.857,73321.887,38.312,41.344,1903.523,0.125,0.624,1.4,
POL,Europe,Poland,2021-10-11,2923304,903,1679.286,75869,0,24.857,73344.543,22.656,42.133,1903.523,0,0.624,1.41,
POL,Europe,Poland,2021-10-12,2925425,2121,1792.714,75918,49,25.286,73397.758,53.215,44.978,1904.753,1.229,0.634,1.42,
POL,Europe,Poland,2021-10-13,2928065,2640,1871.857,75958,40,26.286,73463.994,66.237,46.964,1905.756,1.004,0.659,1.42,
POL,Europe,Poland,2021-10-14,2931064,2999,2013.571,76018,60,30.714,73539.238,75.244,50.52,1907.262,1.505,0.771,1.45,
POL,Europe,Poland,2021-10-15,2933834,2770,2138.714,76067,49,33.286,73608.736,69.498,53.659,1908.491,1.229,0.835,1.47,
POL,Europe,Poland,2021-10-16,2937069,3235,2313.571,76111,44,35.286,73689.901,81.165,58.047,1909.595,1.104,0.885,1.5,
POL,Europe,Poland,2021-10-17,2939590,2521,2455.571,76112,1,34.714,73753.152,63.251,61.609,1909.62,0.025,0.871,1.53,
POL,Europe,Poland,2021-10-18,2941126,1536,2546,76115,3,35.143,73791.69,38.538,63.878,1909.695,0.075,0.882,1.57,
POL,Europe,Poland,2021-10-19,2945056,3930,2804.429,76179,64,37.286,73890.292,98.602,70.362,1911.301,1.606,0.935,1.62,
POL,Europe,Poland,2021-10-20,2950616,5560,3221.571,76254,75,42.286,74029.79,139.498,80.828,1913.183,1.882,1.061,1.64,
POL,Europe,Poland,2021-10-21,2956207,5591,3591.857,76300,46,40.286,74170.066,140.276,90.118,1914.337,1.154,1.011,1.63,
POL,Europe,Poland,2021-10-22,2961923,5716,4012.714,76359,59,41.714,74313.478,143.412,100.677,1915.817,1.48,1.047,1.61,
POL,Europe,Poland,2021-10-23,2968200,6277,4447.286,76434,75,46.143,74470.966,157.487,111.581,1917.699,1.882,1.158,1.59,
POL,Europe,Poland,2021-10-24,2972927,4727,4762.429,76447,13,47.857,74589.564,118.599,119.487,1918.025,0.326,1.201,1.56,
POL,Europe,Poland,2021-10-25,2975880,2953,4964.857,76447,0,47.429,74663.654,74.09,124.566,1918.025,0,1.19,1.55,
POL,Europe,Poland,2021-10-26,2982143,6263,5298.143,76540,93,51.571,74820.79,157.136,132.928,1920.358,2.333,1.294,1.54,
POL,Europe,Poland,2021-10-27,2990509,8366,5699,76672,132,59.714,75030.69,209.9,142.986,1923.67,3.312,1.498,1.52,
POL,Europe,Poland,2021-10-28,2998891,8382,6097.714,76773,101,67.571,75240.991,210.301,152.989,1926.204,2.534,1.695,1.49,
POL,Europe,Poland,2021-10-29,3008294,9403,6624.429,76875,102,73.714,75476.908,235.918,166.204,1928.763,2.559,1.849,1.49,
POL,Europe,Poland,2021-10-30,3018100,9806,7128.571,76990,115,79.429,75722.937,246.029,178.853,1931.649,2.885,1.993,1.47,
POL,Europe,Poland,2021-10-31,3025247,7147,7474.286,76999,9,78.857,75902.252,179.315,187.527,1931.874,0.226,1.978,1.44,
POL,Europe,Poland,2021-11-01,3030151,4904,7753,77012,13,80.714,76025.292,123.039,194.52,1932.201,0.326,2.025,1.41,
POL,Europe,Poland,2021-11-02,3034668,4517,7503.571,77021,9,68.714,76138.621,113.33,188.262,1932.426,0.226,1.724,1.39,
POL,Europe,Poland,2021-11-03,3045102,10434,7799,77145,124,67.571,76400.406,261.785,195.674,1935.538,3.111,1.695,1.44,
POL,Europe,Poland,2021-11-04,3060613,15511,8817.429,77395,250,88.857,76789.571,389.165,221.226,1941.81,6.272,2.229,1.51,
POL,Europe,Poland,2021-11-05,3076518,15905,9746.286,77547,152,96,77188.621,399.05,244.53,1945.624,3.814,2.409,1.54,
POL,Europe,Poland,2021-11-06,3091713,15195,10516.143,77733,186,106.143,77569.858,381.237,263.846,1950.29,4.667,2.663,1.52,
POL,Europe,Poland,2021-11-07,3104220,12507,11281.857,77757,24,108.286,77883.654,313.796,283.057,1950.892,0.602,2.717,1.48,
POL,Europe,Poland,2021-11-08,3111534,7314,11626.143,77760,3,106.857,78067.159,183.505,291.695,1950.968,0.075,2.681,1.43,
POL,Europe,Poland,2021-11-09,3125179,13645,12930.143,77980,220,137,78409.507,342.348,324.412,1956.487,5.52,3.437,1.4,
POL,Europe,Poland,2021-11-10,3143725,18546,14089,78250,270,157.857,78874.819,465.312,353.487,1963.262,6.774,3.961,1.34,
POL,Europe,Poland,2021-11-11,3162804,19079,14598.714,78524,274,161.286,79353.503,478.685,366.276,1970.136,6.875,4.047,1.29,
POL,Europe,Poland,2021-11-12,3175769,12965,14178.714,78555,31,144,79678.79,325.287,355.738,1970.914,0.778,3.613,1.25,
POL,Europe,Poland,2021-11-13,3190067,14298,14050.571,78821,266,155.429,80037.521,358.731,352.523,1977.588,6.674,3.9,1.25,
POL,Europe,Poland,2021-11-14,3204515,14448,14327.857,78867,46,158.571,80400.016,362.495,359.48,1978.742,1.154,3.978,1.28,
POL,Europe,Poland,2021-11-15,3214023,9508,14641.286,78879,12,159.857,80638.568,238.552,367.344,1979.043,0.301,4.011,1.31,
POL,Europe,Poland,2021-11-16,3230634,16611,15065,79161,282,168.714,81055.331,416.763,377.975,1986.118,7.075,4.233,1.32,
POL,Europe,Poland,2021-11-17,3254875,24241,15878.571,79624,463,196.286,81663.528,608.197,398.387,1997.735,11.616,4.925,1.33,
POL,Europe,Poland,2021-11-18,3279787,24912,16711.857,79994,370,210,82288.56,625.032,419.294,2007.018,9.283,5.269,1.32,
POL,Europe,Poland,2021-11-19,3303046,23259,18182.429,80399,405,263.429,82872.119,583.559,456.19,2017.179,10.161,6.609,1.31,
POL,Europe,Poland,2021-11-20,3326464,23418,19485.286,80781,382,280,83459.668,587.548,488.878,2026.763,9.584,7.025,1.29,
POL,Europe,Poland,2021-11-21,3345388,18924,20124.714,80822,41,279.286,83934.464,474.796,504.921,2027.792,1.029,7.007,1.27,
POL,Europe,Poland,2021-11-22,3357763,12375,20534.286,80830,8,278.714,84244.947,310.484,515.197,2027.993,0.201,6.993,1.25,
POL,Europe,Poland,2021-11-23,3377698,19935,21009.143,81228,398,295.286,84745.109,500.161,527.111,2037.978,9.986,7.409,1.23,
POL,Europe,Poland,2021-11-24,3406129,28431,21607.714,81688,460,294.857,85458.431,713.323,542.129,2049.52,11.541,7.398,1.21,
POL,Europe,Poland,2021-11-25,3434272,28143,22069.286,82186,498,313.143,86164.528,706.097,553.71,2062.014,12.495,7.857,1.19,
POL,Europe,Poland,2021-11-26,3461066,26794,22574.286,82607,421,315.429,86836.779,672.251,566.38,2072.577,10.563,7.914,1.17,
POL,Europe,Poland,2021-11-27,3487254,26188,22970,82986,379,315,87493.825,657.047,576.308,2082.086,9.509,7.903,1.15,
POL,Europe,Poland,2021-11-28,3507828,20574,23205.714,83037,51,316.429,88010.019,516.194,582.222,2083.366,1.28,7.939,1.13,
POL,Europe,Poland,2021-11-29,3520961,13133,23314,83055,18,317.857,88339.521,329.502,584.939,2083.817,0.452,7.975,1.11,
POL,Europe,Poland,2021-11-30,3540061,19100,23194.714,83583,528,336.429,88818.732,479.211,581.946,2097.064,13.247,8.441,1.09,
POL,Europe,Poland,2021-12-01,3569137,29076,23286.857,84153,570,352.143,89548.238,729.505,584.258,2111.366,14.301,8.835,1.07,
POL,Europe,Poland,2021-12-02,3596491,27354,23174.143,84656,503,352.857,90234.539,686.301,581.43,2123.986,12.62,8.853,1.06,
POL,Europe,Poland,2021-12-03,3623452,26961,23198,85126,470,359.857,90910.979,676.441,582.029,2135.778,11.792,9.029,1.06,
POL,Europe,Poland,2021-12-04,3649027,25575,23110.429,85630,504,377.714,91552.646,641.667,579.832,2148.423,12.645,9.477,1.06,
POL,Europe,Poland,2021-12-05,3671421,22394,23370.429,85675,45,376.857,92114.503,561.857,586.355,2149.552,1.129,9.455,1.05,
POL,Europe,Poland,2021-12-06,3684671,13250,23387.143,85700,25,377.857,92446.94,332.437,586.774,2150.179,0.627,9.48,1.03,
POL,Europe,Poland,2021-12-07,3704040,19369,23425.571,86205,505,374.571,92932.901,485.961,587.738,2162.849,12.67,9.398,1.01,
POL,Europe,Poland,2021-12-08,3732589,28549,23350.286,86796,591,377.571,93649.184,716.283,585.849,2177.677,14.828,9.473,1,
POL,Europe,Poland,2021-12-09,3760048,27459,23365.286,87357,561,385.857,94338.119,688.935,586.226,2191.753,14.075,9.681,0.98,
POL,Europe,Poland,2021-12-10,3785036,24988,23083.429,87928,571,400.286,94965.058,626.939,579.154,2206.079,14.326,10.043,0.97,
POL,Europe,Poland,2021-12-11,3808798,23762,22824.429,88414,486,397.714,95561.237,596.179,572.656,2218.272,12.194,9.978,0.96,
POL,Europe,Poland,2021-12-12,3828248,19450,22403.857,88479,65,400.571,96049.23,487.993,562.104,2219.903,1.631,10.05,0.95,
POL,Europe,Poland,2021-12-13,3839625,11377,22136.286,88508,29,401.143,96334.675,285.444,555.391,2220.631,0.728,10.065,0.93,
POL,Europe,Poland,2021-12-14,3857085,17460,21863.571,89045,537,405.714,96772.739,438.065,548.548,2234.104,13.473,10.179,0.91,
POL,Europe,Poland,2021-12-15,3881349,24264,21251.429,89714,669,416.857,97381.513,608.774,533.19,2250.889,16.785,10.459,0.88,
POL,Europe,Poland,2021-12-16,3903445,22096,20485.286,90306,592,421.286,97935.893,554.38,513.968,2265.742,14.853,10.57,0.87,
POL,Europe,Poland,2021-12-17,3923472,20027,19776.571,90872,566,420.571,98438.363,502.47,496.186,2279.943,14.201,10.552,0.86,
POL,Europe,Poland,2021-12-18,3942864,19392,19152.286,91415,543,428.714,98924.9,486.538,480.523,2293.566,13.624,10.756,0.86,
POL,Europe,Poland,2021-12-19,3958840,15976,18656,91485,70,429.429,99325.732,400.832,468.072,2295.323,1.756,10.774,0.85,
POL,Europe,Poland,2021-12-20,3968450,9610,18403.571,91514,29,429.429,99566.843,241.111,461.738,2296.05,0.728,10.774,0.83,
POL,Europe,Poland,2021-12-21,3982257,13807,17881.714,92052,538,429.571,99913.255,346.412,448.645,2309.548,13.498,10.778,0.8,
POL,Europe,Poland,2021-12-22,4000270,18013,16988.714,92829,777,445,100365.194,451.939,426.24,2329.043,19.495,11.165,0.77,
POL,Europe,Poland,2021-12-23,4017420,17150,16282.143,93445,616,448.429,100795.481,430.287,408.513,2344.498,15.455,11.251,0.75,
POL,Europe,Poland,2021-12-24,4032796,15376,15617.714,94041,596,452.714,101181.259,385.778,391.842,2359.452,14.953,11.358,0.74,
POL,Europe,Poland,2021-12-25,4043585,10789,14388.714,94311,270,413.714,101451.95,270.692,361.007,2366.226,6.774,10.38,0.73,
POL,Europe,Poland,2021-12-26,4049838,6253,12999.714,94327,16,406,101608.836,156.885,326.158,2366.627,0.401,10.186,0.73,
POL,Europe,Poland,2021-12-27,4054865,5027,12345,94365,38,407.286,101734.961,126.125,309.731,2367.581,0.953,10.219,0.76,
POL,Europe,Poland,2021-12-28,4064715,9850,11779.714,94914,549,408.857,101982.094,247.133,295.548,2381.355,13.774,10.258,0.78,
POL,Europe,Poland,2021-12-29,4080282,15567,11430.286,95707,793,411.143,102372.664,390.57,286.781,2401.251,19.896,10.315,0.81,
POL,Europe,Poland,2021-12-30,4094608,14326,11026.857,96415,708,424.286,102732.097,359.434,276.659,2419.014,17.763,10.645,0.83,
POL,Europe,Poland,2021-12-31,4108215,13607,10774.143,97054,639,430.429,103073.492,341.394,270.319,2435.047,16.032,10.799,0.86,
POL,Europe,Poland,2022-01-01,4120248,12033,10951.857,97559,505,464,103375.395,301.903,274.778,2447.717,12.67,11.642,0.88,
POL,Europe,Poland,2022-01-02,4127428,7180,11084.286,97592,33,466.429,103555.538,180.143,278.1,2448.545,0.828,11.703,0.9,
POL,Europe,Poland,2022-01-03,4133851,6423,11283.714,97601,9,462.286,103716.689,161.151,283.104,2448.771,0.226,11.599,0.93,
POL,Europe,Poland,2022-01-04,4145518,11667,11543.286,98034,433,445.714,104009.409,292.72,289.616,2459.634,10.864,11.183,0.97,
POL,Europe,Poland,2022-01-05,4162715,17197,11776.143,98666,632,422.714,104440.875,431.466,295.459,2475.491,15.857,10.606,0.99,
POL,Europe,Poland,2022-01-06,4179292,16577,12097.714,99311,645,413.714,104856.786,415.91,303.527,2491.674,16.183,10.38,0.99,
POL,Europe,Poland,2022-01-07,4191193,11901,11854,99428,117,339.143,105155.377,298.591,297.412,2494.609,2.935,8.509,0.98,
POL,Europe,Poland,2022-01-08,4202090,10897,11691.714,99720,292,308.714,105428.778,273.401,293.34,2501.935,7.326,7.746,1,
POL,Europe,Poland,2022-01-09,4213197,11107,12252.714,99742,22,307.143,105707.449,278.67,307.416,2502.487,0.552,7.706,1.03,
POL,Europe,Poland,2022-01-10,4220984,7787,12447.571,99761,19,308.571,105902.821,195.373,312.305,2502.964,0.477,7.742,1.06,
POL,Europe,Poland,2022-01-11,4232386,11402,12409.714,100254,493,317.143,106188.893,286.072,311.355,2515.333,12.369,7.957,1.08,
POL,Europe,Poland,2022-01-12,4248559,16173,12263.429,100938,684,324.571,106594.667,405.774,307.685,2532.495,17.161,8.143,1.11,
POL,Europe,Poland,2022-01-13,4265433,16874,12305.857,101419,481,301.143,107018.029,423.362,308.749,2544.563,12.068,7.556,1.15,
POL,Europe,Poland,2022-01-14,4281482,16049,12898.429,101841,422,344.714,107420.692,402.663,323.616,2555.15,10.588,8.649,1.2,
POL,Europe,Poland,2022-01-15,4298375,16893,13755,102270,429,364.286,107844.531,423.839,345.108,2565.914,10.763,9.14,1.25,
POL,Europe,Poland,2022-01-16,4313036,14661,14262.714,102305,35,366.143,108212.37,367.839,357.846,2566.792,0.878,9.186,1.31,
POL,Europe,Poland,2022-01-17,4323482,10446,14642.571,102309,4,364,108474.456,262.086,367.376,2566.892,0.1,9.133,1.38,
POL,Europe,Poland,2022-01-18,4343130,19648,15820.571,102686,377,347.429,108967.416,492.961,396.932,2576.351,9.459,8.717,1.47,
POL,Europe,Poland,2022-01-19,4373718,30588,17879.857,103062,376,303.429,109734.857,767.441,448.599,2585.785,9.434,7.613,1.55,
POL,Europe,Poland,2022-01-20,4406553,32835,20160,103378,316,279.857,110558.674,823.817,505.806,2593.713,7.928,7.022,1.6,
POL,Europe,Poland,2022-01-21,4443217,36664,23105,103626,248,255,111478.56,919.885,579.695,2599.935,6.222,6.398,1.63,
POL,Europe,Poland,2022-01-22,4484095,40878,26531.429,103819,193,221.286,112504.172,1025.613,665.663,2604.778,4.842,5.552,1.64,
POL,Europe,Poland,2022-01-23,4518218,34123,29311.714,103844,25,219.857,113360.305,856.133,735.419,2605.405,0.627,5.516,1.61,
POL,Europe,Poland,2022-01-24,4547315,29097,31976.143,103846,2,219.571,114090.337,730.032,802.269,2605.455,0.05,5.509,1.58,
POL,Europe,Poland,2022-01-25,4584360,37045,34461.429,104097,251,201.571,115019.782,929.444,864.624,2611.753,6.297,5.057,1.55,
POL,Europe,Poland,2022-01-26,4637776,53416,37722.571,104373,276,187.286,116359.968,1340.186,946.444,2618.677,6.925,4.699,1.52,
POL,Europe,Poland,2022-01-27,4695435,57659,41268.857,104636,263,179.714,117806.61,1446.642,1035.419,2625.276,6.599,4.509,1.48,
POL,Europe,Poland,2022-01-28,4752700,57265,44211.857,104907,271,183,119243.366,1436.756,1109.258,2632.075,6.799,4.591,1.43,
POL,Europe,Poland,2022-01-29,4804390,51690,45756.429,105138,231,188.429,120540.247,1296.882,1148.011,2637.871,5.796,4.728,1.37,
POL,Europe,Poland,2022-01-30,4852677,48287,47779.857,105161,23,188.143,121751.749,1211.502,1198.778,2638.448,0.577,4.72,1.31,
POL,Europe,Poland,2022-01-31,4886154,33477,48405.571,105194,33,192.571,122591.674,839.925,1214.477,2639.276,0.828,4.832,1.24,
POL,Europe,Poland,2022-02-01,4925270,39116,48701.429,105434,240,191,123573.079,981.405,1221.9,2645.297,6.022,4.792,1.17,
POL,Europe,Poland,2022-02-02,4981321,56051,49077.857,105753,319,197.143,124979.376,1406.297,1231.344,2653.301,8.004,4.946,1.12,
POL,Europe,Poland,2022-02-03,5035796,54475,48623,106060,307,203.429,126346.133,1366.756,1219.932,2661.004,7.703,5.104,1.07,
POL,Europe,Poland,2022-02-04,5083332,47536,47233.143,106306,246,199.857,127538.792,1192.659,1185.061,2667.176,6.172,5.014,1.04,
POL,Europe,Poland,2022-02-05,5129080,45748,46384.286,106578,272,205.714,128686.591,1147.799,1163.763,2674,6.824,5.161,1.01,
POL,Europe,Poland,2022-02-06,5163780,34700,44443.286,106597,19,205.143,129557.201,870.609,1115.064,2674.477,0.477,5.147,0.97,
POL,Europe,Poland,2022-02-07,5188184,24404,43147.143,106607,10,201.857,130169.487,612.287,1082.545,2674.728,0.251,5.065,0.94,
POL,Europe,Poland,2022-02-08,5223507,35323,42605.286,106894,287,208.571,131055.727,886.24,1068.95,2681.928,7.201,5.233,0.91,
POL,Europe,Poland,2022-02-09,5270363,46856,41291.714,107204,310,207.286,132231.326,1175.599,1035.993,2689.706,7.778,5.201,0.88,
POL,Europe,Poland,2022-02-10,5312450,42087,39522,107466,262,200.857,133287.272,1055.946,991.591,2696.279,6.573,5.039,0.84,
POL,Europe,Poland,2022-02-11,5348224,35774,37841.714,107757,291,207.286,134184.828,897.556,949.434,2703.581,7.301,5.201,0.81,
POL,Europe,Poland,2022-02-12,5379551,31327,35781.571,108089,332,215.857,134970.81,785.982,897.745,2711.91,8.33,5.416,0.79,
POL,Europe,Poland,2022-02-13,5401615,22064,33976.429,108120,31,217.571,135524.387,553.577,852.455,2712.688,0.778,5.459,0.77,
POL,Europe,Poland,2022-02-14,5415088,13473,32414.857,108137,17,218.571,135862.419,338.032,813.276,2713.115,0.427,5.484,0.74,
POL,Europe,Poland,2022-02-15,5437343,22255,30548,108515,378,231.571,136420.788,558.369,766.437,2722.598,9.484,5.81,0.72,
POL,Europe,Poland,2022-02-16,5466198,28855,27976.429,108887,372,240.429,137144.749,723.961,701.918,2731.932,9.333,6.032,0.71,
POL,Europe,Poland,2022-02-17,5495432,29234,26140.286,109205,318,248.429,137878.218,733.47,655.849,2739.91,7.978,6.233,0.71,
POL,Europe,Poland,2022-02-18,5519411,23979,24455.286,109509,304,250.286,138479.842,601.624,613.573,2747.538,7.627,6.28,0.7,
POL,Europe,Poland,2022-02-19,5540302,20891,22964.429,109792,283,243.286,139003.989,524.147,576.168,2754.638,7.1,6.104,0.7,
POL,Europe,Poland,2022-02-20,5553989,13687,21767.714,109817,25,242.429,139347.39,343.401,546.143,2755.265,0.627,6.082,0.7,
POL,Europe,Poland,2022-02-21,5563446,9457,21194,109833,16,242.286,139584.663,237.272,531.749,2755.667,0.401,6.079,0.69,
POL,Europe,Poland,2022-02-22,5582217,18771,20696.286,110157,324,234.571,140055.62,470.957,519.262,2763.796,8.129,5.885,0.69,
POL,Europe,Poland,2022-02-23,5602680,20463,19497.429,110517,360,232.857,140569.028,513.409,489.183,2772.828,9.032,5.842,0.67,
POL,Europe,Poland,2022-02-24,5620946,18266,17930.571,110858,341,236.143,141027.315,458.287,449.871,2781.383,8.556,5.925,0.67,
POL,Europe,Poland,2022-02-25,5637646,16700,16890.714,111056,198,221,141446.311,418.996,423.781,2786.351,4.968,5.545,0.67,
POL,Europe,Poland,2022-02-26,5651596,13950,15899.143,111277,221,212.143,141796.311,350,398.903,2791.896,5.545,5.323,0.67,
POL,Europe,Poland,2022-02-27,5660493,8897,15214.857,111316,39,214.143,142019.534,223.222,381.735,2792.874,0.978,5.373,0.68,
POL,Europe,Poland,2022-02-28,5667054,6561,14801.143,111317,1,212,142184.146,164.613,371.355,2792.9,0.025,5.319,0.69,
POL,Europe,Poland,2022-03-01,5680034,12980,13973.857,111586,269,204.143,142509.81,325.663,350.599,2799.649,6.749,5.122,0.69,
POL,Europe,Poland,2022-03-02,5694767,14733,13155.286,111864,278,192.429,142879.455,369.645,330.061,2806.624,6.975,4.828,0.7,
POL,Europe,Poland,2022-03-03,5708827,14060,12554.429,112130,266,181.714,143232.215,352.76,314.986,2813.297,6.674,4.559,0.72,
POL,Europe,Poland,2022-03-04,5721316,12489,11952.857,112336,206,182.857,143545.559,313.344,299.892,2818.466,5.168,4.588,0.74,
POL,Europe,Poland,2022-03-05,5734041,12725,11777.857,112535,199,179.714,143864.824,319.265,295.502,2823.459,4.993,4.509,0.76,
POL,Europe,Poland,2022-03-06,5741739,7698,11606.571,112545,10,175.571,144057.964,193.14,291.204,2823.71,0.251,4.405,0.78,
POL,Europe,Poland,2022-03-07,5747322,5583,11466.857,112551,6,176.286,144198.039,140.075,287.699,2823.86,0.151,4.423,0.8,
POL,Europe,Poland,2022-03-08,5760498,13176,11494.857,112768,217,168.857,144528.62,330.581,288.401,2829.305,5.444,4.237,0.82,
POL,Europe,Poland,2022-03-09,5774938,14440,11453,113002,234,162.571,144890.913,362.294,287.351,2835.176,5.871,4.079,0.84,
POL,Europe,Poland,2022-03-10,5788363,13425,11362.286,113186,184,150.857,145227.741,336.828,285.075,2839.792,4.616,3.785,0.84,
POL,Europe,Poland,2022-03-11,5799996,11633,11240,113307,121,138.714,145519.609,291.867,282.007,2842.828,3.036,3.48,0.85,
POL,Europe,Poland,2022-03-12,5811109,11113,11009.714,113434,127,128.429,145798.43,278.821,276.229,2846.014,3.186,3.222,0.86,
POL,Europe,Poland,2022-03-13,5818687,7578,10992.571,113443,9,128.286,145988.559,190.129,275.799,2846.24,0.226,3.219,0.87,
POL,Europe,Poland,2022-03-14,5823982,5295,10951.429,113444,1,127.571,146121.408,132.849,274.767,2846.265,0.025,3.201,0.88,
POL,Europe,Poland,2022-03-15,5836672,12690,10882,113622,178,122,146439.795,318.387,273.025,2850.731,4.466,3.061,0.9,
POL,Europe,Poland,2022-03-16,5851147,14475,10887,113773,151,110.143,146802.967,363.172,273.151,2854.52,3.789,2.763,0.9,
POL,Europe,Poland,2022-03-17,5863414,12267,10721.571,113980,207,113.429,147110.741,307.774,269,2859.713,5.194,2.846,0.89,
POL,Europe,Poland,2022-03-18,5875072,11658,10725.143,114087,107,111.429,147403.236,292.495,269.09,2862.398,2.685,2.796,0.87,
POL,Europe,Poland,2022-03-19,5885446,10374,10619.571,114206,119,110.286,147663.515,260.28,266.441,2865.383,2.986,2.767,0.85,
POL,Europe,Poland,2022-03-20,5891140,5694,10350.429,114218,12,110.714,147806.376,142.86,259.688,2865.685,0.301,2.778,0.83,
POL,Europe,Poland,2022-03-21,5895304,4164,10188.857,114221,3,111,147910.849,104.473,255.634,2865.76,0.075,2.785,0.81,
POL,Europe,Poland,2022-03-22,5905463,10159,9827.286,114355,134,104.714,148165.734,254.885,246.563,2869.122,3.362,2.627,0.8,
POL,Europe,Poland,2022-03-23,5915888,10425,9248.714,114480,125,101,148427.293,261.559,232.047,2872.258,3.136,2.534,0.78,
POL,Europe,Poland,2022-03-24,5924876,8988,8780.286,114626,146,92.286,148652.799,225.505,220.294,2875.921,3.663,2.315,0.75,
POL,Europe,Poland,2022-03-25,5933107,8231,8290.714,114736,110,92.714,148859.311,206.513,208.011,2878.681,2.76,2.326,0.73,
POL,Europe,Poland,2022-03-26,5939735,6628,7755.571,114821,85,87.857,149025.605,166.294,194.584,2880.814,2.133,2.204,0.7,
POL,Europe,Poland,2022-03-27,5943227,3492,7441,114828,7,87.143,149113.218,87.613,186.692,2880.989,0.176,2.186,0.67,
POL,Europe,Poland,2022-03-28,5945594,2367,7184.286,114829,1,86.857,149172.605,59.387,180.251,2881.014,0.025,2.179,0.64,
POL,Europe,Poland,2022-03-29,5952200,6606,6676.714,114939,110,83.429,149338.347,165.742,167.516,2883.774,2.76,2.093,0.61,
POL,Europe,Poland,2022-03-30,5957940,5740,6007.429,115040,101,80,149482.361,144.014,150.724,2886.308,2.534,2.007,0.57,
POL,Europe,Poland,2022-03-31,5962931,4991,5436.429,115173,133,78.143,149607.584,125.222,136.398,2889.645,3.337,1.961,0.53,
POL,Europe,Poland,2022-04-01,5966970,4039,4837.571,115247,74,73,149708.92,101.337,121.373,2891.502,1.857,1.832,0.48,
