freq,indic_is,unit,sizen_r2,geo\TIME_PERIOD	2009 	2010 	2012 	2013 	2014 	2015 	2017 	2019 	2021 
A,E_CRMAN,PC_ENT,10_C10_S951_XK,EU27_2020	17 	18 	19 	: 	20 	21 	21 	19 	19 
A,E_CRMAN,PC_ENT,10_C10_S951_XK,NL	18 	16 	20 	22 	27 	30 	28 	26 	27 
A,E_CRMAN,PC_ENT,10_C10_S951_XK,PL	13 	13 	13 	16 	16 	18 	16 	21 	21 
A,E_CRMAN,PC_ENT,10_C10_S951_XK,RO	13 	14 	13 	11 	14 	15 	13 	14 	11 
