new_cases_per_million_nl,new_deaths_per_million_nl,new_cases_per_million_pl,new_deaths_per_million_pl,NL_retail_and_recreation,NL_grocery_and_pharmacy,NL_parks,NL_transit,NL_workplaces,NL_residential,PL_retail_and_recreation,PL_grocery_and_pharmacy,PL_parks,PL_transit,PL_workplaces,PL_residential
209.348,0.285,81.165,1.104,-5.0,5.0,69.0,-8.0,-2.0,0.0,2.0,14.0,56.0,0.0,5.0,-1.0
190.959,0.342,63.251,0.025,2.0,9.0,73.0,-10.0,3.0,0.0,-3.0,103.0,47.0,4.0,6.0,0.0
221.988,0.228,38.538,0.075,3.0,8.0,84.0,-31.0,-33.0,6.0,1.0,18.0,24.0,-5.0,-3.0,1.0
260.874,0.797,98.602,1.606,1.0,11.0,72.0,-31.0,-32.0,6.0,1.0,23.0,50.0,-3.0,-3.0,1.0
296.401,0.626,139.498,1.882,-1.0,8.0,58.0,-29.0,-31.0,5.0,3.0,24.0,60.0,-1.0,-3.0,0.0
334.149,0.399,140.276,1.154,-6.0,3.0,24.0,-32.0,-32.0,7.0,-1.0,22.0,32.0,-2.0,-3.0,0.0
323.388,0.569,143.412,1.48,-4.0,6.0,41.0,-27.0,-31.0,5.0,0.0,23.0,22.0,-3.0,-2.0,0.0
358.46,1.309,157.487,1.882,-5.0,6.0,52.0,-14.0,-3.0,1.0,0.0,13.0,29.0,-2.0,6.0,0.0
301.526,0.057,118.599,0.326,8.0,11.0,96.0,-4.0,3.0,0.0,1.0,110.0,58.0,4.0,8.0,1.0
327.317,0.342,74.09,0.0,-3.0,8.0,34.0,-30.0,-27.0,6.0,0.0,19.0,34.0,-4.0,-2.0,0.0
413.573,1.139,157.136,2.333,2.0,15.0,58.0,-29.0,-25.0,6.0,0.0,24.0,38.0,-4.0,-2.0,1.0
437.542,0.968,209.9,3.312,2.0,11.0,60.0,-26.0,-24.0,5.0,3.0,26.0,41.0,-2.0,-2.0,0.0
420.803,0.797,210.301,2.534,2.0,10.0,66.0,-25.0,-25.0,5.0,5.0,32.0,56.0,2.0,-2.0,0.0
452.402,0.74,235.918,2.559,0.0,9.0,67.0,-21.0,-24.0,4.0,5.0,34.0,43.0,2.0,-2.0,-1.0
465.383,0.74,246.029,2.885,-10.0,4.0,16.0,-16.0,-4.0,2.0,1.0,28.0,65.0,6.0,2.0,-2.0
438.055,0.797,179.315,0.226,2.0,15.0,35.0,-13.0,3.0,1.0,4.0,155.0,81.0,9.0,-2.0,-3.0
440.161,0.683,123.039,0.326,2.0,13.0,44.0,-25.0,-22.0,6.0,-59.0,-60.0,81.0,-38.0,-86.0,16.0
518.788,1.025,113.33,0.226,-4.0,13.0,30.0,-27.0,-21.0,6.0,-6.0,27.0,5.0,-7.0,-7.0,3.0
581.53,1.879,261.785,3.111,-3.0,12.0,37.0,-26.0,-21.0,5.0,-1.0,25.0,27.0,-3.0,-1.0,1.0
621.213,1.309,389.165,6.272,-7.0,9.0,17.0,-28.0,-21.0,6.0,-3.0,22.0,16.0,-6.0,-2.0,2.0
681.051,1.139,399.05,3.814,-3.0,10.0,38.0,-23.0,-21.0,5.0,-4.0,23.0,8.0,-7.0,0.0,2.0
646.15,2.05,381.237,4.667,-7.0,6.0,31.0,-15.0,-4.0,2.0,-2.0,15.0,29.0,-4.0,10.0,1.0
672.113,0.455,313.796,0.602,-5.0,8.0,24.0,-16.0,0.0,2.0,-13.0,95.0,3.0,-11.0,5.0,4.0
642.734,1.253,183.505,0.075,-7.0,8.0,24.0,-29.0,-23.0,6.0,-4.0,15.0,3.0,-9.0,-2.0,2.0
720.108,1.651,342.348,5.52,-4.0,13.0,35.0,-30.0,-22.0,6.0,0.0,25.0,20.0,-7.0,-2.0,2.0
927.806,1.423,465.312,6.774,-4.0,11.0,32.0,-27.0,-21.0,5.0,19.0,56.0,38.0,6.0,-5.0,-2.0
922.568,1.48,478.685,6.875,-5.0,12.0,20.0,-28.0,-23.0,7.0,-46.0,-63.0,120.0,-38.0,-81.0,21.0
788.43,1.822,325.287,0.778,-4.0,8.0,35.0,-24.0,-22.0,6.0,9.0,30.0,41.0,-20.0,-40.0,9.0
684.923,1.879,358.731,6.674,-15.0,8.0,28.0,-21.0,-6.0,4.0,-3.0,9.0,41.0,-9.0,-2.0,2.0
1092.973,0.342,362.495,1.154,-12.0,9.0,35.0,-20.0,-2.0,3.0,-12.0,94.0,8.0,-1.0,2.0,2.0
1148.826,0.911,238.552,0.301,-14.0,5.0,10.0,-34.0,-26.0,8.0,-3.0,18.0,6.0,-6.0,-3.0,2.0
1182.189,1.993,416.763,7.075,-12.0,12.0,18.0,-35.0,-26.0,9.0,-4.0,21.0,16.0,-8.0,-3.0,3.0
1343.257,2.505,608.197,11.616,-11.0,10.0,25.0,-32.0,-24.0,7.0,-3.0,21.0,12.0,-9.0,-3.0,2.0
1197.448,1.936,625.032,9.283,-17.0,8.0,12.0,-35.0,-25.0,9.0,-4.0,22.0,12.0,-9.0,-3.0,3.0
1241.06,2.107,583.559,10.161,-14.0,9.0,28.0,-30.0,-23.0,8.0,-6.0,20.0,-1.0,-9.0,-2.0,3.0
1175.471,3.131,587.548,9.584,-16.0,7.0,15.0,-25.0,-6.0,5.0,-5.0,13.0,18.0,-7.0,8.0,2.0
1309.609,0.626,474.796,1.029,-13.0,7.0,26.0,-23.0,-2.0,3.0,-14.0,99.0,9.0,-9.0,4.0,3.0
1306.99,1.651,310.484,0.201,-9.0,8.0,26.0,-33.0,-27.0,8.0,-6.0,14.0,2.0,-10.0,-3.0,3.0
1350.09,3.018,500.161,9.986,-7.0,15.0,23.0,-34.0,-26.0,8.0,-6.0,18.0,8.0,-12.0,-4.0,4.0
1263.321,2.847,713.323,11.541,-7.0,12.0,17.0,-33.0,-24.0,7.0,0.0,19.0,10.0,-10.0,-4.0,3.0
1211.625,3.416,706.097,12.495,-10.0,12.0,0.0,-35.0,-26.0,9.0,-1.0,22.0,16.0,-9.0,-5.0,3.0
1254.326,3.359,672.251,10.563,-13.0,6.0,-5.0,-31.0,-24.0,8.0,0.0,22.0,-1.0,-9.0,-4.0,3.0
1260.247,3.131,657.047,9.509,-17.0,7.0,-13.0,-30.0,-5.0,5.0,-1.0,12.0,12.0,-8.0,7.0,2.0
1220.848,2.562,516.194,1.28,-20.0,9.0,-11.0,-30.0,-1.0,4.0,-15.0,95.0,-5.0,-12.0,3.0,3.0
1261.841,1.822,329.502,0.452,-16.0,7.0,-2.0,-37.0,-28.0,10.0,-4.0,13.0,-8.0,-12.0,-4.0,3.0
1054.371,3.701,479.211,13.247,-19.0,10.0,-8.0,-39.0,-27.0,10.0,-5.0,18.0,-3.0,-12.0,-4.0,4.0
1312.228,2.562,729.505,14.301,-19.0,10.0,-10.0,-36.0,-25.0,9.0,-2.0,21.0,-1.0,-12.0,-5.0,4.0
1225.744,3.701,686.301,12.62,-23.0,9.0,-13.0,-39.0,-26.0,10.0,-1.0,23.0,7.0,-12.0,-5.0,4.0
1287.518,3.53,676.441,11.792,-23.0,9.0,-9.0,-36.0,-24.0,9.0,-1.0,22.0,3.0,-11.0,-4.0,3.0
1314.164,3.188,641.667,12.645,-25.0,8.0,-18.0,-35.0,-6.0,6.0,1.0,15.0,22.0,-6.0,6.0,2.0
1193.633,1.48,561.857,1.129,-27.0,5.0,-11.0,-32.0,-2.0,4.0,-12.0,116.0,12.0,-11.0,4.0,4.0
1020.325,1.936,332.437,0.627,-19.0,3.0,-6.0,-39.0,-27.0,10.0,2.0,18.0,4.0,-11.0,-4.0,3.0
1028.637,3.872,485.961,12.67,-15.0,11.0,13.0,-38.0,-25.0,9.0,-5.0,18.0,6.0,-13.0,-2.0,4.0
1125.426,4.099,716.283,14.828,-17.0,9.0,8.0,-36.0,-22.0,8.0,-2.0,18.0,-1.0,-14.0,-1.0,4.0
995.102,4.384,688.935,14.075,-25.0,6.0,-12.0,-40.0,-23.0,10.0,-2.0,23.0,8.0,-13.0,-1.0,4.0
1008.653,4.839,626.939,14.326,-24.0,7.0,-5.0,-35.0,-21.0,9.0,-2.0,23.0,8.0,-9.0,0.0,3.0
944.431,3.985,596.179,12.194,-20.0,8.0,6.0,-29.0,-3.0,5.0,-1.0,14.0,30.0,-4.0,11.0,3.0
784.957,2.164,487.993,1.631,-31.0,-1.0,-30.0,-34.0,-1.0,5.0,34.0,177.0,15.0,-2.0,21.0,3.0
726.485,1.594,285.444,0.728,-16.0,7.0,3.0,-37.0,-24.0,9.0,-2.0,17.0,1.0,-11.0,0.0,3.0
768.218,4.213,438.065,13.473,-14.0,13.0,7.0,-37.0,-22.0,9.0,0.0,25.0,9.0,-10.0,0.0,4.0
929.685,2.334,608.774,16.785,-13.0,14.0,11.0,-34.0,-20.0,8.0,4.0,27.0,11.0,-8.0,0.0,3.0
875.027,3.131,554.38,14.853,-18.0,13.0,7.0,-36.0,-21.0,9.0,5.0,30.0,14.0,-8.0,0.0,3.0
832.156,3.416,502.47,14.201,-20.0,10.0,3.0,-33.0,-19.0,8.0,2.0,24.0,8.0,-8.0,2.0,3.0
756.034,2.847,486.538,13.624,-10.0,17.0,-1.0,-26.0,1.0,4.0,0.0,15.0,17.0,-3.0,12.0,3.0
691.983,2.733,400.832,1.756,-53.0,7.0,-6.0,-38.0,-4.0,6.0,44.0,203.0,-1.0,-2.0,27.0,3.0
530.402,2.05,241.111,0.728,-32.0,16.0,15.0,-45.0,-33.0,11.0,8.0,25.0,2.0,-15.0,-12.0,5.0
760.247,1.708,346.412,13.498,-31.0,25.0,34.0,-45.0,-33.0,11.0,14.0,39.0,16.0,-12.0,-13.0,5.0
760.76,2.676,451.939,19.495,-32.0,28.0,14.0,-43.0,-32.0,10.0,22.0,50.0,16.0,-9.0,-16.0,5.0
708.038,2.277,430.287,15.455,-32.0,37.0,-15.0,-47.0,-37.0,13.0,27.0,63.0,19.0,-12.0,-30.0,7.0
716.806,2.277,385.778,14.953,-39.0,27.0,-15.0,-48.0,-50.0,14.0,-50.0,-14.0,-19.0,-51.0,-75.0,19.0
676.724,2.505,270.692,6.774,-83.0,-72.0,-19.0,-56.0,-51.0,7.0,-84.0,-83.0,5.0,-56.0,-64.0,8.0
650.876,0.626,156.885,0.401,-68.0,-29.0,-14.0,-44.0,-20.0,2.0,-57.0,-23.0,8.0,-31.0,-25.0,1.0
522.375,0.683,126.125,0.953,-37.0,1.0,13.0,-53.0,-62.0,16.0,-3.0,-1.0,13.0,-27.0,-37.0,11.0
900.534,4.27,247.133,13.774,-37.0,12.0,4.0,-54.0,-59.0,17.0,3.0,15.0,24.0,-24.0,-29.0,10.0
841.379,2.79,390.57,19.896,-37.0,12.0,13.0,-51.0,-57.0,15.0,9.0,27.0,28.0,-20.0,-28.0,9.0
957.241,2.277,359.434,17.763,-33.0,28.0,15.0,-53.0,-60.0,17.0,16.0,52.0,35.0,-16.0,-31.0,8.0
894.613,1.822,341.394,16.032,-44.0,16.0,13.0,-52.0,-64.0,14.0,-23.0,32.0,25.0,-36.0,-53.0,15.0
1001.024,1.537,301.903,12.67,-78.0,-72.0,11.0,-53.0,-49.0,9.0,-76.0,-82.0,15.0,-46.0,-64.0,11.0
827.601,0.342,180.143,0.828,-51.0,5.0,9.0,-41.0,-12.0,6.0,-20.0,79.0,22.0,-14.0,-3.0,4.0
1053.631,0.797,161.151,0.226,-35.0,7.0,22.0,-51.0,-48.0,15.0,-10.0,14.0,-4.0,-25.0,-17.0,9.0
1417.5,1.082,292.72,10.864,-38.0,8.0,13.0,-52.0,-46.0,15.0,-8.0,20.0,4.0,-24.0,-15.0,9.0
1412.661,2.22,431.466,15.857,-44.0,0.0,-6.0,-52.0,-44.0,14.0,6.0,47.0,8.0,-20.0,-17.0,5.0
1985.422,0.683,415.91,16.183,-41.0,6.0,26.0,-51.0,-44.0,15.0,-57.0,-70.0,37.0,-54.0,-82.0,26.0
1614.494,1.366,298.591,2.935,-47.0,0.0,-5.0,-51.0,-42.0,15.0,1.0,27.0,24.0,-31.0,-47.0,14.0
1849.463,0.455,273.401,7.326,-56.0,-4.0,-28.0,-48.0,-17.0,10.0,-13.0,5.0,19.0,-21.0,-3.0,5.0
1603.904,0.399,278.67,0.552,-51.0,2.0,14.0,-40.0,-9.0,6.0,-16.0,88.0,18.0,-12.0,9.0,3.0
1653.323,0.455,195.373,0.477,-39.0,2.0,8.0,-46.0,-29.0,11.0,-7.0,17.0,-3.0,-13.0,1.0,3.0
1835.798,1.025,286.072,12.369,-40.0,8.0,15.0,-47.0,-28.0,11.0,-9.0,19.0,4.0,-16.0,0.0,4.0
1926.381,0.455,405.774,17.161,-42.0,4.0,8.0,-45.0,-27.0,10.0,-9.0,17.0,-1.0,-16.0,1.0,4.0
2067.75,0.74,423.362,12.068,-46.0,3.0,-9.0,-48.0,-28.0,12.0,-10.0,18.0,0.0,-16.0,1.0,4.0
1813.537,0.854,402.663,10.588,-46.0,3.0,2.0,-44.0,-25.0,11.0,-12.0,17.0,-8.0,-17.0,2.0,4.0
2078.738,0.342,423.839,10.763,-30.0,3.0,-5.0,-40.0,-6.0,7.0,-10.0,8.0,16.0,-16.0,8.0,3.0
2411.293,0.399,367.839,0.878,-35.0,3.0,7.0,-37.0,-4.0,5.0,-17.0,91.0,2.0,-19.0,9.0,4.0
0.0,0.171,262.086,0.1,-21.0,0.0,7.0,-43.0,-28.0,9.0,-15.0,6.0,-10.0,-20.0,-5.0,5.0
3968.055,0.0,492.961,9.459,-23.0,6.0,13.0,-44.0,-27.0,10.0,-11.0,16.0,10.0,-19.0,-5.0,5.0
2279.546,1.139,767.441,9.434,-28.0,3.0,4.0,-38.0,-26.0,9.0,-8.0,17.0,8.0,-18.0,-6.0,5.0
3277.723,0.683,823.817,7.928,-32.0,4.0,-7.0,-42.0,-27.0,11.0,-14.0,15.0,-2.0,-19.0,-7.0,6.0
2627.36,0.683,919.885,6.222,-32.0,5.0,2.0,-37.0,-25.0,10.0,-14.0,18.0,-8.0,-21.0,-7.0,6.0
3721.642,0.569,1025.613,4.842,-30.0,7.0,-1.0,-32.0,-7.0,7.0,-18.0,5.0,4.0,-21.0,5.0,4.0
3682.357,0.114,856.133,0.627,-34.0,5.0,22.0,-30.0,-4.0,5.0,-24.0,96.0,-4.0,-22.0,7.0,4.0
3083.577,0.455,730.032,0.05,-24.0,3.0,10.0,-39.0,-29.0,10.0,-14.0,9.0,-2.0,-24.0,-11.0,7.0
3342.06,0.512,929.444,6.297,-23.0,9.0,18.0,-40.0,-29.0,10.0,-15.0,13.0,0.0,-25.0,-12.0,8.0
3675.411,0.683,1340.186,6.925,-17.0,4.0,10.0,-40.0,-26.0,8.0,-14.0,12.0,-4.0,-25.0,-13.0,8.0
4218.169,0.797,1446.642,6.599,-24.0,0.0,-10.0,-43.0,-27.0,10.0,-16.0,11.0,-6.0,-28.0,-17.0,9.0
2245.727,0.512,1436.756,6.799,-17.0,3.0,24.0,-35.0,-24.0,8.0,-17.0,10.0,-15.0,-29.0,-16.0,9.0
4282.619,0.455,1296.882,5.796,-18.0,1.0,6.0,-28.0,-3.0,5.0,-20.0,2.0,-11.0,-25.0,3.0,5.0
6389.596,0.114,1211.502,0.577,-9.0,6.0,51.0,-23.0,3.0,2.0,-9.0,98.0,-29.0,-27.0,13.0,5.0
6024.703,0.285,839.925,0.828,-29.0,-9.0,-21.0,-43.0,-30.0,10.0,-15.0,7.0,1.0,-27.0,-16.0,7.0
3814.56,0.911,981.405,6.022,-20.0,5.0,3.0,-39.0,-28.0,9.0,-16.0,12.0,0.0,-27.0,-16.0,8.0
4719.079,0.569,1406.297,8.004,-15.0,7.0,26.0,-36.0,-26.0,8.0,-14.0,11.0,-4.0,-27.0,-16.0,8.0
3924.842,0.399,1366.756,7.703,-24.0,1.0,-8.0,-41.0,-27.0,9.0,-11.0,16.0,12.0,-25.0,-15.0,8.0
2285.069,0.228,1192.659,6.172,-23.0,-1.0,-6.0,-37.0,-25.0,9.0,-13.0,16.0,0.0,-25.0,-14.0,8.0
5402.749,0.626,1147.799,6.824,-16.0,3.0,22.0,-25.0,-4.0,4.0,-14.0,8.0,3.0,-20.0,4.0,4.0
4419.205,0.512,870.609,0.477,-31.0,-7.0,-36.0,-35.0,-3.0,5.0,-26.0,12.0,-19.0,-24.0,0.0,5.0
21657.855,0.285,612.287,0.251,-17.0,2.0,18.0,-36.0,-28.0,8.0,-12.0,12.0,-6.0,-26.0,-14.0,7.0
4928.2,0.0,886.24,7.201,-14.0,6.0,23.0,-37.0,-27.0,8.0,-13.0,12.0,2.0,-26.0,-15.0,8.0
4941.295,0.455,1175.599,7.778,-16.0,3.0,13.0,-36.0,-26.0,7.0,-7.0,16.0,10.0,-23.0,-14.0,7.0
4590.635,0.854,1055.946,6.573,-20.0,2.0,0.0,-38.0,-27.0,9.0,-3.0,21.0,27.0,-20.0,-14.0,6.0
4005.746,1.082,897.556,7.301,-16.0,3.0,20.0,-32.0,-24.0,7.0,-7.0,19.0,0.0,-22.0,-12.0,6.0
3425.469,0.683,785.982,8.33,-12.0,3.0,35.0,-23.0,-4.0,3.0,-2.0,14.0,45.0,-8.0,7.0,1.0
3132.028,0.399,553.577,0.778,-9.0,5.0,30.0,-24.0,2.0,3.0,2.0,30.0,60.0,-4.0,6.0,1.0
3047.081,0.399,338.032,0.427,-7.0,6.0,12.0,-34.0,-26.0,7.0,13.0,29.0,39.0,-15.0,-12.0,4.0
3636.981,0.683,558.369,9.484,-16.0,3.0,15.0,-35.0,-25.0,8.0,-5.0,17.0,36.0,-18.0,-12.0,5.0
3209.857,1.025,723.961,9.333,-19.0,2.0,-1.0,-34.0,-23.0,7.0,-4.0,17.0,21.0,-18.0,-12.0,5.0
2806.248,0.968,733.47,7.978,-20.0,3.0,-1.0,-34.0,-24.0,8.0,-10.0,12.0,1.0,-23.0,-12.0,6.0
1913.514,0.911,601.624,7.627,-38.0,-9.0,-21.0,-57.0,-28.0,13.0,-5.0,21.0,14.0,-19.0,-10.0,5.0
2074.696,0.626,524.147,7.1,-16.0,1.0,4.0,-35.0,-2.0,3.0,-15.0,4.0,0.0,-20.0,4.0,2.0
2048.905,0.455,343.401,0.627,-26.0,-10.0,-40.0,-34.0,-1.0,4.0,-15.0,12.0,4.0,-13.0,7.0,2.0
1974.036,0.342,237.272,0.401,-18.0,-2.0,-7.0,-39.0,-29.0,8.0,-6.0,16.0,5.0,-17.0,-6.0,3.0
0.114,1.025,470.957,8.129,-10.0,6.0,16.0,-36.0,-27.0,7.0,-6.0,18.0,20.0,-17.0,-6.0,4.0
2309.893,0.626,513.409,9.032,-2.0,10.0,53.0,-30.0,-25.0,5.0,-4.0,18.0,15.0,-16.0,-5.0,4.0
2344.794,0.74,458.287,8.556,-17.0,0.0,-8.0,-36.0,-26.0,7.0,-1.0,24.0,50.0,-9.0,-4.0,2.0
2137.438,0.455,418.996,4.968,-8.0,4.0,15.0,-30.0,-26.0,5.0,-9.0,21.0,15.0,-14.0,-3.0,3.0
1873.034,0.342,350.0,5.545,-5.0,2.0,45.0,-12.0,-4.0,0.0,-10.0,13.0,26.0,-10.0,11.0,2.0
1559.039,0.171,223.222,0.978,9.0,6.0,75.0,-6.0,5.0,-1.0,-14.0,23.0,28.0,-3.0,12.0,2.0
1643.53,0.342,164.613,0.025,2.0,4.0,57.0,-32.0,-35.0,6.0,-6.0,21.0,15.0,-8.0,2.0,2.0
2077.884,0.911,325.663,6.749,-7.0,6.0,29.0,-36.0,-33.0,7.0,-7.0,23.0,30.0,-6.0,2.0,2.0
2760.701,0.683,369.645,6.975,-5.0,5.0,53.0,-32.0,-30.0,5.0,-9.0,19.0,28.0,-8.0,2.0,2.0
3318.375,0.399,352.76,6.674,-9.0,4.0,38.0,-35.0,-31.0,7.0,-7.0,22.0,24.0,-7.0,2.0,2.0
3889.315,0.569,313.344,5.168,-7.0,-1.0,43.0,-32.0,-30.0,6.0,-9.0,22.0,5.0,-9.0,4.0,3.0
3826.459,0.512,319.265,4.993,-9.0,-2.0,36.0,-20.0,-4.0,2.0,-7.0,14.0,16.0,-6.0,11.0,2.0
3803.173,0.228,193.14,0.251,-3.0,3.0,32.0,-19.0,3.0,1.0,-17.0,23.0,6.0,-3.0,12.0,3.0
3669.661,0.0,140.075,0.151,-11.0,-2.0,14.0,-34.0,-25.0,6.0,-4.0,23.0,16.0,-5.0,3.0,2.0
3771.005,0.683,330.581,5.444,-9.0,4.0,25.0,-34.0,-24.0,6.0,4.0,34.0,36.0,-1.0,3.0,2.0
4227.164,0.569,362.294,5.871,-10.0,1.0,31.0,-32.0,-23.0,5.0,-5.0,20.0,28.0,-4.0,4.0,3.0
4242.651,2.334,336.828,4.616,-12.0,-1.0,20.0,-33.0,-23.0,6.0,-2.0,25.0,32.0,-1.0,5.0,3.0
3939.075,0.74,291.867,3.036,-11.0,-1.0,27.0,-30.0,-22.0,5.0,-5.0,23.0,20.0,-4.0,5.0,3.0
3418.864,0.626,278.821,3.186,-11.0,-2.0,23.0,-20.0,-2.0,2.0,-2.0,17.0,48.0,4.0,12.0,2.0
2980.069,0.455,190.129,0.226,0.0,4.0,44.0,-15.0,4.0,1.0,-2.0,39.0,68.0,11.0,14.0,2.0
2613.297,0.342,132.849,0.025,-12.0,-2.0,9.0,-33.0,-23.0,6.0,-3.0,20.0,39.0,-2.0,5.0,3.0
3011.668,0.683,318.387,4.466,-7.0,4.0,27.0,-31.0,-22.0,5.0,-5.0,21.0,48.0,-2.0,5.0,3.0
3431.162,0.626,363.172,3.789,-5.0,4.0,27.0,-29.0,-21.0,4.0,-3.0,22.0,38.0,-3.0,5.0,3.0
3055.622,1.082,307.774,5.194,-12.0,-1.0,7.0,-32.0,-21.0,6.0,-3.0,24.0,40.0,-3.0,5.0,3.0
3086.993,1.082,292.495,2.685,-9.0,2.0,41.0,-27.0,-20.0,4.0,-4.0,24.0,36.0,-3.0,6.0,2.0
2360.507,0.626,260.28,2.986,-10.0,1.0,40.0,-16.0,-2.0,1.0,-2.0,17.0,54.0,4.0,12.0,2.0
1982.633,0.455,142.86,0.301,-12.0,3.0,6.0,-19.0,2.0,1.0,0.0,44.0,79.0,9.0,12.0,1.0
1817.409,0.171,104.473,0.075,-7.0,4.0,33.0,-30.0,-21.0,5.0,0.0,22.0,54.0,-2.0,4.0,2.0
2309.152,1.423,254.885,3.362,-3.0,7.0,60.0,-28.0,-20.0,4.0,-3.0,22.0,70.0,-2.0,6.0,3.0
2436.117,0.911,261.559,3.136,-2.0,7.0,57.0,-26.0,-19.0,3.0,0.0,23.0,76.0,0.0,6.0,2.0
2226.028,0.854,225.505,3.663,-6.0,5.0,36.0,-28.0,-19.0,4.0,-1.0,26.0,67.0,-1.0,6.0,2.0
1992.368,1.139,206.513,2.76,-3.0,6.0,58.0,-23.0,-19.0,3.0,-2.0,25.0,58.0,-1.0,6.0,2.0
1602.424,1.139,166.294,2.133,-3.0,3.0,68.0,-7.0,-1.0,-1.0,-4.0,17.0,53.0,3.0,12.0,2.0
1424.389,0.399,87.613,0.176,6.0,9.0,67.0,-5.0,6.0,-1.0,1.0,41.0,82.0,10.0,13.0,1.0
1225.061,0.569,59.387,0.025,-8.0,4.0,32.0,-29.0,-20.0,5.0,-1.0,22.0,59.0,-2.0,7.0,1.0
1747.721,0.911,165.742,2.76,-6.0,9.0,34.0,-29.0,-18.0,4.0,-4.0,22.0,35.0,-4.0,6.0,3.0
1581.813,2.107,144.014,2.534,-7.0,7.0,26.0,-28.0,-17.0,4.0,-3.0,22.0,31.0,-5.0,7.0,3.0
1448.643,1.48,125.222,3.337,-19.0,-1.0,-14.0,-31.0,-19.0,6.0,-5.0,24.0,19.0,-5.0,7.0,3.0
1238.441,0.342,101.337,1.857,-14.0,1.0,8.0,-28.0,-19.0,5.0,-9.0,20.0,1.0,-10.0,7.0,3.0
965.098,0.797,52.713,2.409,-10.0,4.0,20.0,-17.0,-1.0,1.0,-7.0,15.0,9.0,-8.0,9.0,3.0
704.679,0.342,13.799,0.05,-6.0,9.0,17.0,-21.0,4.0,1.0,-17.0,20.0,6.0,-7.0,10.0,4.0
613.356,0.569,12.369,0.0,-21.0,-6.0,-10.0,-30.0,-20.0,6.0,-7.0,19.0,11.0,-7.0,7.0,3.0
799.304,0.797,47.269,1.254,-11.0,8.0,16.0,-29.0,-18.0,5.0,-7.0,20.0,17.0,-8.0,6.0,4.0
742.484,1.196,39.115,1.932,-12.0,4.0,6.0,-28.0,-17.0,5.0,-3.0,22.0,28.0,-5.0,6.0,3.0
733.374,0.512,37.208,1.606,-15.0,0.0,-6.0,-28.0,-18.0,6.0,1.0,28.0,52.0,1.0,7.0,2.0
619.05,0.74,33.219,1.455,-5.0,9.0,33.0,-23.0,-17.0,3.0,2.0,30.0,23.0,-1.0,8.0,2.0
564.108,0.911,35.351,1.029,-7.0,5.0,26.0,-12.0,1.0,1.0,5.0,22.0,31.0,7.0,15.0,2.0
408.676,0.114,11.09,0.0,8.0,13.0,65.0,0.0,7.0,0.0,53.0,197.0,22.0,15.0,32.0,1.0
377.818,0.171,9.559,0.0,0.0,9.0,62.0,-24.0,-18.0,4.0,3.0,26.0,30.0,1.0,9.0,2.0
359.143,0.854,40.746,1.53,6.0,14.0,101.0,-20.0,-16.0,3.0,8.0,35.0,73.0,6.0,8.0,1.0
281.485,1.253,31.763,1.004,0.0,12.0,69.0,-22.0,-16.0,3.0,13.0,40.0,85.0,9.0,6.0,0.0
267.308,0.569,29.556,0.978,3.0,12.0,79.0,-20.0,-17.0,2.0,17.0,51.0,102.0,7.0,-9.0,2.0
235.652,0.455,30.108,0.853,3.0,15.0,111.0,-25.0,-33.0,5.0,3.0,53.0,20.0,-13.0,-26.0,10.0
198.986,0.228,26.996,0.728,-3.0,15.0,113.0,-7.0,-1.0,-1.0,-40.0,-8.0,41.0,-21.0,-28.0,9.0
161.58,0.057,7.803,0.0,-11.0,-25.0,146.0,-1.0,-2.0,-3.0,-57.0,-20.0,57.0,-25.0,-18.0,-1.0
118.139,0.114,6.674,0.0,15.0,-15.0,214.0,-34.0,-81.0,12.0,-60.0,-69.0,117.0,-40.0,-86.0,16.0
142.621,0.228,7.552,0.0,-1.0,14.0,95.0,-21.0,-16.0,2.0,1.0,17.0,44.0,-2.0,-15.0,5.0
200.524,0.626,38.211,0.778,2.0,12.0,91.0,-20.0,-15.0,2.0,0.0,20.0,29.0,0.0,6.0,3.0
172.853,1.082,29.53,0.753,-1.0,11.0,64.0,-21.0,-15.0,2.0,4.0,27.0,54.0,3.0,8.0,2.0
148.998,0.512,27.498,0.677,-1.0,10.0,83.0,-18.0,-16.0,1.0,4.0,28.0,47.0,3.0,9.0,1.0
116.431,0.569,31.086,0.552,-3.0,7.0,88.0,-4.0,2.0,-2.0,5.0,19.0,91.0,15.0,21.0,0.0
90.526,0.285,8.631,0.0,8.0,11.0,84.0,-1.0,9.0,-2.0,47.0,174.0,58.0,19.0,32.0,0.0
80.05,0.342,6.699,0.0,1.0,9.0,49.0,-25.0,-27.0,4.0,-1.0,19.0,26.0,0.0,8.0,2.0
106.012,0.399,34.022,0.728,27.0,28.0,112.0,-13.0,-25.0,1.0,2.0,27.0,59.0,4.0,9.0,2.0
100.034,0.171,26.118,0.527,37.0,10.0,203.0,-7.0,-76.0,9.0,7.0,29.0,67.0,6.0,9.0,1.0
71.054,0.114,24.011,0.602,-1.0,12.0,74.0,-27.0,-31.0,5.0,10.0,34.0,86.0,9.0,10.0,0.0
95.422,0.228,21.477,0.502,-4.0,8.0,79.0,-24.0,-28.0,3.0,9.0,42.0,81.0,10.0,10.0,-1.0
90.868,0.342,21.075,0.427,-9.0,5.0,66.0,-10.0,0.0,0.0,3.0,28.0,138.0,20.0,13.0,-4.0
